Month,Profit,Sales,Discount,Shipping Cost,Quantity,Order Priority,Ship Mode,Customer Satisfaction,Market Campaign,Sales Mode,Region
Apr,946.15,6053.66,0.23,22.37,20,Medium,Standard Class,2.8,moderate,combined,West
Apr,987.33,4589.93,0.17,6.7,3,Low,Standard Class,3.7,poor,combined,South
Apr,116.69,278.64,0.28,11.6,18,High,First Class,4.2,aggressive,in_store,South
Apr,-151.85,994.52,0.25,32.96,9,Low,Standard Class,3.9,poor,online,East
Apr,312.21,3749.55,0.28,44.8,36,Low,Standard Class,3.1,moderate,online,North
Apr,452.58,4028.42,0.01,16.07,45,Medium,Standard Class,4.3,moderate,online,West
Apr,494.14,2245.33,0.01,20.9,30,Low,First Class,4.8,moderate,online,West
Apr,457.6,4308.95,0.26,35.05,24,Low,First Class,4.7,moderate,in_store,North
Apr,221.39,4626.5,0.27,44.15,36,Low,Standard Class,2.2,poor,combined,North
Apr,786.04,5930.22,0.2,48.28,38,Low,First Class,2.5,poor,combined,West
Apr,657.99,4315.87,0.04,6.34,46,Low,Standard Class,4.1,poor,combined,East
Apr,670.44,4296.22,0.01,18.96,22,Low,Standard Class,3.8,poor,combined,South
Apr,597.97,4868.1,0.18,32.83,43,High,Standard Class,3.8,moderate,combined,South
Apr,365.66,3337.3,0.15,11.8,41,Medium,First Class,4.2,poor,online,West
Apr,1074.6,4450.73,0.1,14.56,15,High,First Class,3.8,aggressive,online,South
Apr,-399.39,385.93,0.26,45.49,28,Low,Standard Class,2.1,poor,in_store,South
Apr,856.32,2667.29,0.09,23.1,36,High,First Class,3.3,moderate,combined,North
Apr,715.86,6556.15,0.21,25.23,47,Low,Standard Class,2.4,poor,combined,North
Apr,1359.15,7391.54,0.06,24.56,37,High,First Class,2.2,poor,in_store,East
Apr,551.5,2915.58,0.08,35.83,7,Low,Standard Class,2.2,poor,in_store,East
Apr,410.26,3649.39,0.1,38.15,8,Medium,First Class,2.6,poor,in_store,East
Apr,-444.34,953.78,0.12,37.7,3,Low,Standard Class,2.7,aggressive,in_store,East
Apr,-211.19,688.31,0.14,39.88,15,Low,First Class,2.1,moderate,in_store,East
Apr,791.68,6522.53,0.18,27.25,49,Low,Standard Class,3.6,aggressive,online,North
Apr,1567.77,8569.58,0.19,29.81,43,Low,First Class,4.1,poor,in_store,East
Apr,891.34,4927.43,0.19,27.13,29,Medium,Standard Class,3.2,aggressive,online,East
Apr,253.76,4065.22,0.06,39.77,22,High,Standard Class,3.6,aggressive,combined,South
Apr,1543.62,7560.68,0.03,39.19,49,Medium,First Class,1.9,moderate,online,South
Apr,1285.99,2983.61,0.28,5.88,24,Low,First Class,3.8,moderate,online,East
Apr,940.52,4796.23,0.27,19.4,3,Low,First Class,5,poor,online,North
Apr,996.29,8510.49,0.28,20.17,45,Low,First Class,2.4,aggressive,combined,North
Apr,1122.92,4609.32,0.16,6.33,8,Medium,First Class,1.8,moderate,in_store,South
Apr,1118.1,9109.71,0.25,41.62,33,Low,First Class,2.2,moderate,online,South
Apr,1250.71,8957.77,0.14,40.64,30,High,Standard Class,1.9,aggressive,combined,North
Apr,122.25,211.08,0.18,5.46,50,Low,Standard Class,3.3,aggressive,online,West
Apr,855.77,6351.16,0.25,40.32,27,High,Standard Class,4.8,poor,online,North
Apr,426.47,4021.41,0.27,36.81,44,Medium,First Class,1.2,moderate,online,South
Apr,1395.08,7477.49,0.2,48.6,37,Low,Standard Class,4.3,poor,online,South
Apr,1216.88,5582.93,0.09,8.17,26,Low,First Class,2.4,moderate,combined,West
Apr,752.23,5493.45,0.26,19.92,5,Low,Standard Class,2.4,moderate,online,North
Apr,211.29,1431.99,0.22,34.33,28,Medium,First Class,2.5,aggressive,online,West
Apr,-256.42,3143.6,0.13,37.25,10,Medium,Standard Class,3.4,poor,in_store,South
Apr,546.71,3897.52,0.12,10.29,21,High,Standard Class,1.6,moderate,online,West
Apr,675.17,5089.7,0.08,35.01,46,High,First Class,4.7,moderate,online,East
Apr,612.17,6634.59,0.15,48.41,41,Low,Standard Class,2.5,poor,in_store,North
Apr,1032.67,4722.6,0,29.62,32,Low,First Class,3.9,aggressive,combined,East
Apr,724.4,6430.07,0.27,27.13,17,Medium,First Class,4.9,poor,in_store,North
Apr,1009.56,7648.01,0.04,35.53,12,Low,Standard Class,3.4,moderate,combined,North
Apr,634.47,6806.41,0.09,46,1,High,Standard Class,4.3,poor,online,East
Apr,-203.55,482.12,0.28,44.77,34,Low,First Class,1.9,aggressive,in_store,East
Apr,1571.25,9728.88,0.15,5.72,9,High,First Class,1.4,aggressive,combined,South
Apr,247.62,594.89,0.2,37.03,38,Medium,First Class,2.6,moderate,online,West
Apr,241.98,2576.96,0.09,38.51,23,Medium,Standard Class,2.4,aggressive,combined,North
Apr,921.31,8840.91,0.21,25.98,1,Medium,Standard Class,1.5,aggressive,online,East
Apr,1110.23,6850.87,0.12,22.72,24,Low,Standard Class,3,moderate,online,South
Apr,472.09,1727.75,0.25,21.03,35,Medium,Standard Class,4.1,poor,combined,South
Apr,935.59,9263.25,0.27,23.75,8,Low,Standard Class,1.9,poor,in_store,East
Apr,1004.84,7235.45,0.2,37.71,45,Medium,First Class,2.4,poor,online,West
Apr,-32.68,6292.42,0.28,44.48,44,Low,Standard Class,1.1,aggressive,in_store,South
Apr,807.06,5730.26,0.12,18.91,4,Low,Standard Class,2.9,poor,online,North
Apr,1374.93,8586.34,0.25,26.46,38,Low,Standard Class,4.8,poor,online,North
Apr,1606.46,7931.29,0.08,12.1,18,Medium,First Class,1.7,poor,in_store,West
Apr,1059.22,6763.12,0.24,34.35,39,Low,First Class,1.5,moderate,combined,West
Apr,711.2,4660.99,0.13,21.06,22,High,First Class,1.5,poor,in_store,West
Apr,1019.13,4413.5,0.22,10.32,21,High,First Class,3.1,poor,online,South
Apr,-121.28,3340.48,0.22,36.96,48,Medium,First Class,2.5,poor,in_store,East
Apr,940,7231.8,0.07,47.58,10,High,Standard Class,3.9,poor,online,North
Apr,1397.45,7502.18,0.24,8.82,29,Medium,Standard Class,4.3,moderate,in_store,North
Apr,1252.5,8689.47,0.09,16.48,17,Medium,Standard Class,1.3,poor,combined,North
Apr,-198.61,1146.12,0.14,9.16,11,Low,Standard Class,4.9,aggressive,combined,West
Apr,-80.11,1372.78,0.3,18.2,16,Low,First Class,3.2,poor,in_store,West
Apr,285.3,1450.81,0.15,19.54,39,Low,First Class,3.8,aggressive,in_store,South
Apr,-155.5,507.87,0.03,19.21,49,High,Standard Class,4.6,aggressive,online,West
Apr,-325.58,2626.55,0.06,37.22,12,High,Standard Class,2.1,aggressive,combined,West
Apr,-248.84,1138.13,0.12,35.95,47,High,Standard Class,2.8,poor,in_store,West
Apr,789.62,3731.76,0.17,11.56,15,Low,First Class,4.7,moderate,combined,South
Apr,699.86,5693.59,0.21,23.14,16,High,Standard Class,2.3,moderate,online,South
Apr,-145.19,1977.75,0.01,32.12,30,High,Standard Class,4.8,moderate,online,North
Apr,583.71,3205.78,0.18,8.14,10,Low,First Class,3.6,moderate,combined,North
Apr,276.89,4252.52,0.07,31.65,1,Low,Standard Class,3.6,poor,combined,North
Apr,1068.13,6347.47,0.17,46.19,48,Low,First Class,1.4,moderate,in_store,North
Apr,877.86,6187.86,0.09,41.07,41,High,Standard Class,2.5,poor,in_store,South
Apr,1468.45,9544.68,0.1,23.81,1,Medium,Standard Class,2,moderate,online,East
Apr,1846.57,9838.06,0.03,30.01,44,Low,First Class,2.9,poor,combined,West
Apr,1550.34,7993.34,0.1,33.62,34,High,First Class,4.1,aggressive,combined,West
Apr,108.59,3634.66,0.02,25.04,18,High,Standard Class,3.9,poor,in_store,South
Apr,1707.44,9469.23,0.15,15.93,47,Medium,Standard Class,3.8,moderate,online,West
Apr,153.81,2826.46,0.17,23.68,45,Low,Standard Class,2,aggressive,combined,North
Apr,-99.88,1175.64,0.07,36.79,28,High,First Class,3.8,aggressive,combined,South
Apr,-396.88,1103.41,0.03,41.42,22,Low,Standard Class,2.9,aggressive,combined,West
Apr,-500.91,175.04,0.23,44.56,41,Low,Standard Class,3,poor,combined,North
Apr,556.57,2762.46,0.17,15.32,2,Medium,First Class,3.5,moderate,in_store,East
Apr,806.09,1260.88,0.27,5.27,4,Medium,Standard Class,1.6,poor,online,West
Apr,-312.93,1317.78,0.26,46.3,20,Medium,First Class,4.7,moderate,combined,West
Apr,670.57,9311.55,0.29,42.89,46,High,Standard Class,3.5,moderate,in_store,South
Apr,348.51,2537.03,0.12,20.1,19,Medium,First Class,2.4,aggressive,combined,North
Apr,-163.61,563.5,0.18,29.22,33,Medium,Standard Class,3.3,poor,combined,South
Apr,994.84,6329.14,0.08,35.91,30,High,First Class,3.7,aggressive,in_store,North
Apr,404.45,5416.61,0.21,42.07,47,Low,Standard Class,4.5,moderate,in_store,West
Apr,144.82,1456.07,0.18,48.97,1,Medium,First Class,3.1,aggressive,online,East
Apr,983.47,5337.44,0.05,18.96,10,Low,Standard Class,3.7,aggressive,in_store,West
Apr,643.68,4499.48,0.01,25.95,11,Low,Standard Class,2.2,aggressive,in_store,East
Apr,994.02,4578.46,0.01,9.2,25,High,First Class,2.5,moderate,combined,North
Apr,513.75,1127.71,0.08,47.23,18,Medium,First Class,1.3,poor,online,East
Apr,892.24,8644.08,0.29,42.86,27,Medium,Standard Class,3.6,poor,combined,West
Apr,1604.31,7125.88,0.03,24.77,43,High,First Class,3.6,poor,combined,North
Apr,1547.62,8579.7,0.07,29.99,18,High,First Class,1.2,aggressive,combined,South
Apr,1158.36,5262.89,0.05,22.75,10,Low,Standard Class,2.6,poor,in_store,North
Apr,1600.65,9436.53,0.11,17.83,40,Medium,First Class,1.4,moderate,combined,East
Apr,767.13,4044.32,0.02,5.7,18,Medium,Standard Class,3.3,poor,online,South
Apr,1496.29,7059.12,0.14,10.39,32,High,First Class,2.4,aggressive,online,South
Apr,1745.43,9976.96,0.2,16.14,2,Medium,First Class,4.1,aggressive,combined,North
Apr,437.97,5389.72,0.11,36.72,34,Medium,Standard Class,2.7,aggressive,in_store,South
Apr,102.09,347.63,0.2,31.21,4,High,Standard Class,5,poor,online,West
Apr,-379.27,768.73,0.24,49.86,21,High,First Class,3.8,aggressive,in_store,East
Apr,93.99,157.79,0.28,35.51,4,Low,First Class,2,moderate,in_store,West
Apr,884.46,5627.43,0.09,27.43,15,Medium,Standard Class,1.5,moderate,online,North
Apr,1355.19,8588.17,0.25,10.8,31,High,First Class,3.9,aggressive,combined,West
Apr,1420.54,8843.28,0.23,6.23,26,High,Standard Class,2.3,poor,combined,South
Apr,271.43,3291.79,0.29,20.01,2,Medium,First Class,1.3,aggressive,in_store,East
Apr,1234.91,4670.03,0.05,33.49,46,High,First Class,3.3,moderate,online,South
Apr,618.13,5353.81,0.28,14.09,21,High,Standard Class,1.4,poor,in_store,South
Apr,495.25,2082.68,0.24,33.19,48,Low,First Class,2,poor,combined,North
Apr,1284.5,5982.49,0.19,32.92,30,Medium,First Class,2.9,moderate,in_store,South
Apr,367.23,2544.06,0.07,14.71,7,Low,Standard Class,4.1,moderate,combined,South
Apr,-74.11,1468.77,0.21,37.59,36,Medium,Standard Class,2.7,aggressive,combined,West
Apr,843.43,4032.74,0.17,23.09,38,Low,First Class,2.2,aggressive,in_store,East
Apr,1109.76,6257.32,0.08,30.99,36,Medium,Standard Class,1.8,poor,online,West
Apr,1006.88,6818.58,0.07,12.93,36,High,Standard Class,2.5,aggressive,online,West
Apr,654.05,3916.79,0.14,16.47,43,High,Standard Class,1.1,moderate,online,North
Apr,582.92,5244.81,0.1,18.53,46,Low,Standard Class,2.5,poor,combined,West
Apr,732.4,4823.62,0.1,38.6,50,Low,First Class,2.1,aggressive,in_store,West
Apr,418.23,5406.16,0.27,41.14,46,Low,Standard Class,1.5,aggressive,online,South
Apr,268.6,1361.21,0.25,6.45,14,High,First Class,1.7,aggressive,combined,North
Apr,1162.43,7048.8,0.04,44.08,21,Low,First Class,4.7,moderate,online,West
Apr,1405.03,7064.22,0,39.51,34,Medium,First Class,2.5,moderate,in_store,South
Apr,704.45,4603.67,0.27,32.65,43,Low,First Class,3.8,aggressive,combined,North
Apr,974.94,5703.43,0.12,26.47,45,Medium,First Class,4.7,poor,combined,North
Apr,572.43,5475.13,0.23,19.33,19,Low,Standard Class,1.5,moderate,in_store,North
Apr,630.16,4689.31,0.01,10.53,4,High,Standard Class,3.4,aggressive,online,West
Apr,-22.19,2346.83,0.04,36.05,2,Low,Standard Class,4.6,aggressive,combined,West
Apr,526.97,1308.77,0.12,9.02,15,High,Standard Class,4.8,moderate,online,North
Apr,45.71,4258.82,0.22,25.48,30,High,Standard Class,2.7,aggressive,in_store,South
Apr,1613.03,8611.94,0.1,9.15,7,Medium,Standard Class,2.6,poor,online,West
Apr,783.95,3134.83,0.22,25.38,19,Medium,First Class,4.9,poor,online,East
Apr,844.94,6471.11,0.02,16.59,3,High,Standard Class,3.9,poor,combined,South
Apr,559.21,3059.16,0.18,47.58,28,High,First Class,4.5,poor,online,West
Apr,36.68,2705.94,0.01,19.11,43,Low,Standard Class,4.1,aggressive,combined,West
Apr,228.86,2849.71,0.01,9.32,27,Low,Standard Class,3.7,moderate,online,East
Apr,531.12,5091.91,0.07,10.64,48,Medium,Standard Class,2.6,poor,combined,West
Apr,131.56,1388.94,0.24,24.4,31,Low,First Class,2.6,aggressive,in_store,West
Apr,21,2883.97,0.06,48.88,47,Medium,First Class,3.8,aggressive,in_store,East
Apr,885.77,6089.74,0.09,46.65,31,Low,First Class,4.3,aggressive,online,East
Apr,537.64,1582.23,0.25,10.72,22,Low,First Class,1.3,aggressive,online,South
Apr,690.81,4027.13,0.04,10.08,7,Medium,Standard Class,4.5,aggressive,combined,West
Apr,-503.88,797.59,0.04,47.82,29,Medium,Standard Class,3.1,aggressive,combined,South
Apr,-98.31,1674.91,0.22,30.33,21,Medium,First Class,3.2,moderate,in_store,North
Apr,883.52,9451.91,0.19,45.44,41,Low,Standard Class,4.1,aggressive,combined,West
Apr,838.89,5237.5,0.1,36.12,10,High,Standard Class,4.3,poor,online,East
Apr,-508.12,1026.43,0.29,33.7,37,High,Standard Class,1.9,poor,in_store,North
Apr,-61.6,2456.5,0.2,31.8,8,Medium,Standard Class,4.2,poor,combined,North
Apr,1375.97,8195.52,0.16,45.96,31,Medium,First Class,1.2,moderate,online,South
Apr,-97.01,231.71,0.07,27.34,50,High,Standard Class,3.9,poor,combined,East
Apr,1096.79,7261.72,0.01,20.4,39,High,First Class,3.3,aggressive,in_store,West
Apr,-224.91,2647.99,0.21,24.73,6,High,Standard Class,3.9,moderate,in_store,South
Apr,781.08,3713.2,0.2,9.17,47,Low,Standard Class,4.4,poor,online,South
Apr,529.54,4870.13,0.27,21.3,47,Medium,First Class,4.9,moderate,in_store,South
Apr,1013.26,7268.05,0.08,34.14,25,Low,First Class,2.9,moderate,in_store,South
Apr,1516.47,9435.98,0.08,45.92,2,High,First Class,3.1,moderate,online,East
Apr,825.42,8943.9,0.3,46.08,48,Low,Standard Class,2.4,aggressive,combined,South
Apr,1876.18,7978.58,0.21,6.38,50,Low,First Class,2.1,moderate,online,North
Apr,-89.86,2592.83,0.3,49,6,Low,First Class,3.4,moderate,in_store,South
Apr,1574.63,8755.32,0.23,6.14,2,Medium,Standard Class,2.5,aggressive,online,West
Apr,-439.84,361.93,0.13,24.47,9,High,Standard Class,2.7,aggressive,combined,South
Apr,681.1,3519.9,0.01,16.18,13,High,First Class,1.4,poor,combined,North
Apr,1019.72,8734.46,0.2,46.42,6,Medium,Standard Class,1.4,aggressive,in_store,South
Apr,750.38,3648.58,0.09,22.39,42,Medium,First Class,4.7,moderate,in_store,West
Apr,454.67,6648.74,0.26,33.13,29,High,Standard Class,1.7,aggressive,in_store,West
Apr,1274.03,6355.44,0.11,24.85,6,Medium,First Class,4.3,poor,combined,East
Apr,-133.54,822.63,0.25,46.9,37,Medium,First Class,3.9,poor,combined,West
Apr,1728.5,8240.12,0.02,18.88,16,High,First Class,2.8,aggressive,combined,South
Apr,761.51,6071.84,0.3,46.65,4,High,Standard Class,1.8,moderate,online,West
Apr,143.38,1233.82,0.24,29.92,49,Low,First Class,1.2,poor,combined,West
Apr,223.48,4299.52,0.13,40.37,9,Low,Standard Class,4.5,moderate,in_store,West
Apr,131.82,1695.61,0,39.5,19,High,Standard Class,3.7,aggressive,in_store,West
Apr,674.22,4887.56,0.05,26.56,13,Medium,First Class,1.7,moderate,online,East
Apr,148.69,928.02,0.28,13.75,5,High,First Class,1.3,moderate,combined,East
Apr,756.57,6011.49,0.24,14.53,17,Medium,Standard Class,4.7,moderate,in_store,East
Apr,803.23,3129.74,0.17,45.25,49,Low,First Class,2.1,poor,in_store,West
Apr,452.36,6016.07,0.1,28.94,3,High,Standard Class,2,aggressive,online,North
Apr,701.98,9736.59,0.26,49.86,8,High,Standard Class,3.5,moderate,combined,South
Apr,1331.76,7610.59,0.17,21.18,37,Medium,First Class,3.1,poor,combined,West
Apr,1219.7,4911.89,0.06,6.71,1,Low,First Class,2,moderate,online,East
Apr,632.49,4055.65,0.23,12.7,48,Low,First Class,1.8,moderate,in_store,South
May,991.1,7827.06,0.11,39.01,26,High,Standard Class,2.1,poor,in_store,South
May,338.41,2629.54,0.2,21.56,19,Medium,Standard Class,3.8,poor,in_store,West
May,1274.6,5780.28,0.1,10.94,47,Medium,First Class,4.8,moderate,combined,North
May,1556.39,7914.89,0.18,35.04,11,High,First Class,3.7,poor,online,West
May,-80.86,906.35,0.1,20.38,12,Medium,Standard Class,1.1,poor,in_store,West
May,893.15,5148.19,0.02,21.89,35,Low,First Class,1.6,moderate,in_store,West
May,611.02,4003.26,0.22,9.47,27,High,Standard Class,1.2,moderate,in_store,West
May,322.91,1846.94,0.06,27.47,46,Medium,First Class,2.7,moderate,in_store,East
May,755.66,5330.68,0.29,40.11,20,High,First Class,4.3,aggressive,combined,South
May,197.15,2439.35,0.05,46.55,44,Medium,First Class,3.7,aggressive,combined,West
May,1240.47,7810.55,0.19,14.08,49,High,Standard Class,1.2,poor,online,North
May,1676.96,9006.28,0.03,31.23,13,Medium,First Class,2,moderate,in_store,South
May,293.97,2812.84,0.22,34.93,25,Low,First Class,2.9,moderate,combined,South
May,36.68,2316.06,0.2,34.36,17,High,Standard Class,2.5,aggressive,combined,East
May,261.45,1961.76,0.2,16.07,48,High,First Class,1,poor,online,West
May,1121.61,7571.46,0.12,48.95,23,Medium,Standard Class,3.4,moderate,online,West
May,-53.9,1158.33,0.01,47.26,27,Medium,First Class,3.6,moderate,combined,East
May,1967.46,9254.99,0.07,8.78,4,Low,First Class,4.4,poor,online,South
May,-174.86,296.79,0.17,41.89,49,Low,First Class,1.9,aggressive,combined,East
May,435.24,3954.73,0.25,49.07,5,Low,Standard Class,2.2,moderate,online,West
May,1095.26,8851.32,0.24,19.22,40,Medium,Standard Class,3,moderate,online,East
May,481.92,4865.01,0.17,15.64,47,Low,Standard Class,3.1,aggressive,combined,East
May,293.66,2491.98,0.2,24.66,24,High,First Class,2.9,poor,in_store,North
May,952.82,5674.8,0.16,47.4,34,High,First Class,4.4,moderate,in_store,North
May,1253.9,4547.07,0.21,16.02,18,Medium,Standard Class,2.4,aggressive,online,South
May,502.45,2524.52,0.08,30.04,11,Low,First Class,3.2,poor,online,East
May,942.93,6580.48,0.06,38.57,28,Low,Standard Class,1.1,moderate,combined,West
May,1269.23,7333.91,0.13,31.79,5,Low,Standard Class,3.7,aggressive,in_store,East
May,419.97,2409.37,0.09,21.54,27,High,Standard Class,1.5,moderate,online,East
May,1013.31,8158.96,0.06,30.1,50,Low,Standard Class,1.5,poor,combined,East
May,1231.34,7625.53,0.3,35.37,10,Low,First Class,2.2,moderate,online,South
May,305.38,2400.13,0.25,43.21,18,Medium,First Class,3.5,moderate,online,West
May,6.14,2760.76,0.25,33.87,37,High,Standard Class,3.1,moderate,combined,West
May,1654.27,9408.5,0.22,5.05,31,Medium,Standard Class,2.4,aggressive,combined,South
May,1037.02,7293.07,0.08,48.87,19,Medium,First Class,3.5,poor,in_store,East
May,995.75,7982.32,0.1,36.73,10,Medium,Standard Class,4.7,aggressive,in_store,North
May,250.15,3866.46,0.2,48.26,45,Low,Standard Class,1,poor,online,North
May,808.01,1653.41,0.2,21.96,38,High,Standard Class,4.8,poor,online,West
May,899,6816.46,0.02,12.43,9,Low,Standard Class,4.8,poor,in_store,East
May,1226.64,6133.67,0.24,30.15,42,High,First Class,2.8,aggressive,online,South
May,1064.42,6784.66,0.29,45.8,4,High,First Class,4.4,moderate,online,North
May,-279.3,502.58,0.05,32.59,9,Low,Standard Class,1.8,poor,in_store,North
May,379.51,1576.31,0.03,30.14,36,Medium,First Class,2.6,moderate,online,South
May,978.54,5642.28,0.05,41.52,42,High,First Class,1.9,moderate,online,South
May,-43.88,2715.77,0.01,41.61,28,High,First Class,4.4,poor,in_store,West
May,576.81,5129.21,0.25,27.79,35,Medium,First Class,4.1,poor,in_store,South
May,1892.65,8738.4,0,11.19,35,Low,Standard Class,4.2,poor,online,South
May,613.24,3621.69,0.13,17.27,22,Low,First Class,1.3,poor,online,South
May,588.31,4235.22,0.28,13.49,27,High,Standard Class,1.1,moderate,in_store,East
May,-372.31,945.53,0.04,41.78,21,Low,Standard Class,3,aggressive,combined,West
May,1319.92,7582.16,0.1,39.26,50,Low,First Class,4.5,moderate,online,North
May,1576.26,9645.77,0.16,20.8,32,High,Standard Class,4.2,moderate,in_store,West
May,1009.2,3564.19,0.05,11.76,14,Medium,First Class,2.9,poor,combined,East
May,-189.02,452.24,0.28,18.18,29,High,Standard Class,1.2,moderate,online,South
May,-193.76,164.35,0.19,8.36,27,Low,Standard Class,4.5,moderate,combined,South
May,-129.81,2932.45,0.24,48.04,40,Medium,Standard Class,4.6,moderate,in_store,South
May,571.31,6543.07,0.3,43.59,17,Medium,First Class,4,aggressive,combined,East
May,1744.23,9478.88,0.26,5.05,4,Medium,Standard Class,1.1,aggressive,in_store,West
May,166.91,1857.88,0.11,11.26,47,Medium,Standard Class,2,poor,combined,North
May,283.71,3300.45,0.21,19.48,40,Low,First Class,1.4,aggressive,in_store,North
May,270.25,1958.41,0.16,11.05,36,Medium,Standard Class,1.4,poor,online,West
May,285.81,7486.36,0.27,43.64,27,Low,Standard Class,2.6,moderate,in_store,East
May,1142.21,9234.5,0.05,37.82,28,Medium,Standard Class,2,moderate,online,East
May,926.04,4569.65,0.16,15.72,44,Medium,Standard Class,1.6,aggressive,online,South
May,933.72,8283.57,0.25,34.2,24,Low,Standard Class,4,aggressive,in_store,South
May,739.05,5940.95,0.18,12.87,26,High,First Class,3.7,aggressive,online,East
May,600.92,3107.98,0.23,20.59,34,Low,Standard Class,1.9,aggressive,online,South
May,215.92,4541.92,0.3,30.45,41,Low,Standard Class,3.9,aggressive,combined,North
May,1158.67,8524.1,0.18,20.04,16,High,First Class,2.8,poor,online,East
May,132.67,1020.52,0.28,5.01,20,High,First Class,3.3,moderate,in_store,North
May,532.16,4160.96,0.28,25.48,46,High,Standard Class,2.9,moderate,online,West
May,514,2740.31,0.24,9.48,9,Low,First Class,3.7,moderate,combined,West
May,436.26,1237.07,0.13,9.8,36,Low,Standard Class,4.8,moderate,online,West
May,703.15,5035.73,0.04,31.48,44,Medium,First Class,2.1,aggressive,in_store,North
May,682.67,5838.01,0.01,48.05,6,High,First Class,3.1,aggressive,combined,South
May,797.32,6120.4,0.13,28.85,31,High,First Class,3.2,poor,in_store,South
May,159.24,799.44,0.3,11.62,43,Low,Standard Class,4,poor,in_store,West
May,466.08,3392.45,0.11,19.4,35,Low,First Class,2.3,moderate,combined,West
May,1975.31,9565.21,0.04,8.42,42,Low,First Class,2.6,aggressive,online,North
May,-179.18,259.05,0.02,39.65,41,Low,Standard Class,4.5,poor,combined,West
May,553.55,6542.16,0.06,24.87,38,Low,Standard Class,2.2,poor,combined,East
May,1342.54,6878.96,0.14,26.21,4,Medium,First Class,2.5,aggressive,combined,East
May,822.14,2689.74,0.08,20.09,6,Low,First Class,2.1,aggressive,in_store,South
May,424.18,3177.75,0.13,21.71,11,High,Standard Class,2.7,poor,online,West
May,1045.46,8249.03,0.16,20.3,16,Medium,First Class,2,poor,in_store,North
May,21.33,1113.88,0.05,43.62,38,Medium,First Class,1.1,moderate,combined,West
May,986.51,8375.14,0.15,26.31,18,High,Standard Class,3.7,moderate,combined,West
May,69.14,1518.98,0.15,6.8,50,Medium,Standard Class,2.7,poor,in_store,East
May,1326.88,8604.34,0.24,25.86,4,High,First Class,1.9,poor,online,North
May,67.27,1988.37,0.22,49,16,High,First Class,4.1,aggressive,combined,South
May,571.5,3679.3,0.23,48.67,1,Medium,First Class,4.2,poor,online,North
May,1017.05,9231.84,0.19,43.88,4,Medium,First Class,3.2,aggressive,in_store,North
May,1628.55,6961.92,0.05,39.73,41,Low,First Class,1,moderate,online,West
May,1729.01,9942.6,0.16,30.56,41,Low,First Class,3.6,poor,combined,North
May,1412.06,9897.84,0.14,38.79,13,Medium,Standard Class,1.7,moderate,online,South
May,1133.3,6640.85,0.22,13.22,27,High,First Class,2.1,aggressive,combined,West
May,420.59,5885.54,0.25,45.38,28,Low,Standard Class,4.6,poor,in_store,East
May,1456.47,9653.96,0.14,31.89,50,Medium,Standard Class,2.7,aggressive,combined,West
May,264.6,2880.02,0.18,29.69,5,Low,First Class,2.1,poor,in_store,East
May,953.4,5727.77,0.05,43.48,38,Medium,Standard Class,1.8,poor,combined,North
May,1201.72,8821.18,0.22,21.4,13,High,Standard Class,4.1,aggressive,online,North
May,626.91,6152.2,0.19,21.67,5,High,Standard Class,1.3,aggressive,online,South
May,143.67,2300.79,0.26,14.68,41,High,Standard Class,2.9,aggressive,online,South
May,1164.24,5835.93,0.09,25.42,43,High,Standard Class,4.7,aggressive,online,East
May,263.47,428.64,0.09,13.62,26,Medium,First Class,4.3,moderate,in_store,East
May,717.06,7599.13,0.12,17.73,11,High,Standard Class,3.4,aggressive,in_store,South
May,374.17,7781.17,0.28,41.7,27,Medium,Standard Class,2.3,aggressive,in_store,North
May,27,3675.5,0.28,46.86,43,Medium,Standard Class,3.8,aggressive,combined,East
May,1288.44,9440.03,0.24,32.63,46,Medium,First Class,4.2,poor,online,West
May,35.28,2071.58,0,34.94,32,Medium,Standard Class,2.8,moderate,in_store,East
May,898.57,5175.44,0.06,13.43,42,Low,First Class,2.3,moderate,combined,North
May,282.15,668.76,0.18,33.28,6,Medium,First Class,3.3,aggressive,combined,East
May,2009.37,9899.68,0.05,32.74,10,Low,First Class,2.7,aggressive,combined,North
May,856.62,7184.58,0.23,42.02,42,Medium,First Class,3,aggressive,in_store,South
May,1172.57,5544.23,0.17,28.57,49,Low,First Class,1.2,moderate,in_store,North
May,-74.11,2044.4,0.22,49.08,44,High,Standard Class,4,poor,online,East
May,1900.96,8500.87,0.23,8.18,14,Medium,First Class,4.3,aggressive,online,West
May,393.47,5870.36,0.24,39.43,5,Medium,Standard Class,4.9,poor,online,East
May,1513.7,8675.39,0.24,42.44,22,Medium,First Class,4.7,poor,online,South
May,1559.46,7633.58,0.08,27.72,39,Low,First Class,3.8,poor,combined,East
May,1566.43,8072.18,0.08,41.91,22,Medium,First Class,2,poor,online,North
May,556.83,1532.91,0.13,20.75,42,Low,First Class,4.4,moderate,online,East
May,1181.77,7971.25,0.04,48.47,11,High,First Class,4,poor,in_store,North
May,642.17,2556.99,0.1,16.57,46,Low,First Class,1.6,aggressive,in_store,North
May,608.21,3156.09,0.22,26.45,32,Low,First Class,4.1,poor,combined,East
May,1177.54,7998.59,0.08,43.36,33,Medium,First Class,3,aggressive,online,North
May,1689.58,8602.01,0.13,7.09,45,Low,First Class,4.8,aggressive,in_store,East
